,Choose your track,1- What is your current level expertise in computer programming?,2- How often do you code or work on tech related projects in your free time?,3- How often do you keep up with tech news and trends?,4- Were you willing to learn and work with programming languages?,"5-  Was your choice based on enjoying working with visual elements, such as layout and design?","7- Did you have interest in analyzing and studying user's behavior , needs and challenges?",8- Did you have a strong background in mathematics and enjoyed solving complex mathematical problems?,9-Did you enjoy working with data to solve real world problems?,10- Were you interested in data research and analysis?,11- Were you passionate about data analysis and deriving insights from data sets?,12- Did you have interest in using algorithms that can learn and improve from data?,13- Were you interested in server-side programming and building the backbone of applications?,14- Did you have interest in creating innovative and creative software?,15- Was you choice based on using mobile apps frequently and having ideas for new ones?,16- Were you concerned about the security of digital systems and data?,"17- Did you enjoy learning about encryption, firewalls and network protection",18- Did you enjoy creative problem-solving and design thinking?,6- Did you have interest creating responsive and interactive web pages
,Data Science,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Back-end,Intermediate,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Cyber Security,Beginner,Daily,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Beginner,Weekly,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Machine Learning,Beginner,Weekly,Never,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Mobile applications,Expert,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Data Science,Beginner,Daily,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Rarely,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Expert,Rarely,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,UI/UX,Beginner,Weekly,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Intermediate,Weekly,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Expert,Weekly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Expert,Weekly,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Back-end,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Cyber Security,Expert,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,UI/UX,Beginner,Monthly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Beginner,Monthly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Weekly,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Beginner,Rarely,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Data Science,Beginner,Never,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Back-end,Beginner,Daily,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,UI/UX,Beginner,Weekly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Front-end,Beginner,Monthly,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Beginner,Never,Daily,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Mobile applications,Beginner,Daily,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Cyber Security,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,UI/UX,Beginner,Monthly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Expert,Weekly,Never,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Beginner,Rarely,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Data Science,Beginner,Daily,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Mobile applications,Intermediate,Weekly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Beginner,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Cyber Security,Expert,Rarely,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Expert,Daily,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Machine Learning,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Mobile applications,Expert,Weekly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Data Science,Expert,Never,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Monthly,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,UI/UX,Beginner,Weekly,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Intermediate,Monthly,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Rarely,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Beginner,Rarely,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Beginner,Monthly,Never,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Rarely,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Back-end,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Cyber Security,Beginner,Rarely,Rarely,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,UI/UX,Beginner,Monthly,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Intermediate,Weekly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Daily,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Beginner,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Data Science,Beginner,Never,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,UI/UX,Beginner,Monthly,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Monthly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Front-end,Beginner,Monthly,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Expert,Daily,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Machine Learning,Beginner,Rarely,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Back-end,Intermediate,Daily,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Weekly,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Monthly,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Expert,Rarely,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Monthly,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Data Science,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Daily,Daily,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Back-end,Expert,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Front-end,Beginner,Daily,Daily,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Daily,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Mobile applications,Expert,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Cyber Security,Intermediate,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Rarely,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,UI/UX,Beginner,Monthly,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Beginner,Monthly,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Front-end,Intermediate,Monthly,Never,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Beginner,Weekly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Weekly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Machine Learning,Expert,Monthly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Cyber Security,Intermediate,Daily,Daily,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,UI/UX,Beginner,Daily,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,UI/UX,Beginner,Weekly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Intermediate,Daily,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Beginner,Monthly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Front-end,Beginner,Rarely,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Intermediate,Rarely,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Monthly,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Intermediate,Weekly,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Intermediate,Rarely,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Expert,Daily,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Monthly,Daily,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Intermediate,Weekly,Never,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Rarely,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Daily,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Weekly,Rarely,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Daily,Rarely,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Machine Learning,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Beginner,Weekly,Never,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Intermediate,Monthly,Never,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Expert,Rarely,Never,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Daily,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Weekly,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Intermediate,Weekly,Weekly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Weekly,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Intermediate,Rarely,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Back-end,Beginner,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,UI/UX,Beginner,Rarely,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Weekly,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Intermediate,Daily,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Beginner,Rarely,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Intermediate,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Expert,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Rarely,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Beginner,Monthly,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Intermediate,Monthly,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Expert,Monthly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Expert,Weekly,Daily,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Weekly,Never,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Beginner,Daily,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Weekly,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Rarely,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Daily,Weekly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Expert,Never,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Never,Daily,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Beginner,Rarely,Never,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Beginner,Rarely,Never,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Expert,Never,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Never,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Daily,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Intermediate,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Daily,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,UI/UX,Beginner,Daily,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Weekly,Weekly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Intermediate,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Beginner,Weekly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Weekly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Monthly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Monthly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Monthly,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Beginner,Rarely,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Intermediate,Weekly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Intermediate,Monthly,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Expert,Weekly,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Beginner,Weekly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Never,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Expert,Never,Daily,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Expert,Never,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Monthly,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Never,Never,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Expert,Never,Rarely,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Weekly,Monthly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Monthly,Monthly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Beginner,Weekly,Never,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Data Science,Expert,Monthly,Never,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Expert,Rarely,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Weekly,Weekly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Rarely,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Daily,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Machine Learning,Intermediate,Weekly,Weekly,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Expert,Monthly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,UI/UX,Beginner,Monthly,Monthly,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Beginner,Rarely,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Beginner,Rarely,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,UI/UX,Beginner,Rarely,Daily,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,UI/UX,Beginner,Weekly,Rarely,No,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Back-end,Intermediate,Rarely,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Back-end,Intermediate,Rarely,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Back-end,Expert,Weekly,Weekly,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
,Mobile applications,Intermediate,Rarely,Rarely,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Weekly,Weekly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Beginner,Weekly,Rarely,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Mobile applications,Intermediate,Daily,Daily,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Mobile applications,Intermediate,Daily,Monthly,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
,Front-end,Beginner,Weekly,Never,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Beginner,Rarely,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Front-end,Intermediate,Never,Daily,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Front-end,Intermediate,Weekly,Monthly,Yes,Yes,yes,No,No,No,No,No,No,No,No,No,No,No,Yes
,Cyber Security,Beginner,Monthly,Weekly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Data Science,Beginner,Rarely,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Cyber Security,Intermediate,Daily,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Cyber Security,Beginner,Monthly,Monthly,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
,Data Science,Beginner,Monthly,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
,Machine Learning,Beginner,Weekly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
,Machine Learning,Beginner,Monthly,Rarely,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
